"Income Monthly","Monthly Debt","Credit Score","Loan Amount","DTI","Employment Status","Defaults","Loan Status","Loan Period (Months)"
"0","0","738","322138","0","Employed","No","rejected","180"
"29108","6290","643","563038","21.61","Self-Employed","Yes","rejected","240"
"167428","29623","438","815663","17.69","Employed","Yes","rejected","36"
"0","0","710","2279414","0","Self-Employed","No","rejected","180"
"31156","60","611","806848","0.19","Employed","No","approved","60"
"0","0","548","1460529","0","Self-Employed","Yes","rejected","48"
"149354","51907","717","1731845","34.75","Self-Employed","No","approved","36"
"32878","14029","564","1452366","42.67","Self-Employed","Yes","rejected","36"
"71823","24516","743","946266","34.13","Self-Employed","Yes","rejected","36"
"38123","10652","739","1628934","27.94","Self-Employed","Yes","rejected","48"
"27096","10904","547","2015365","40.24","Employed","No","approved","60"
"119632","71715","675","2291795","59.95","Self-Employed","No","approved","240"
"20625","8241","633","1501718","39.96","Self-Employed","Yes","rejected","12"
"0","0","446","1665170","0","Self-Employed","No","rejected","48"
"187002","92025","746","813365","49.21","Employed","No","approved","12"
"132479","52643","421","2476905","39.74","Employed","Yes","rejected","12"
"193028","63743","699","87225","33.02","Employed","No","approved","36"
"169604","50550","540","2163842","29.8","Self-Employed","Yes","rejected","12"
"23081","10421","469","670737","45.15","Employed","Yes","rejected","24"
"76331","3368","646","2153302","4.41","Self-Employed","Yes","rejected","180"
"199348","51481","688","983808","25.82","Self-Employed","No","approved","12"
"74227","20174","764","2171249","27.18","Self-Employed","No","approved","180"
"164502","74863","758","1227549","45.51","Employed","No","approved","180"
"98424","4768","515","325638","4.84","Employed","No","approved","48"
"118798","63022","616","1326900","53.05","Self-Employed","No","approved","120"
"183843","20250","802","2043070","11.01","Self-Employed","Yes","rejected","36"
"70365","35996","442","614336","51.16","Employed","No","rejected","36"
"193669","85524","658","87987","44.16","Self-Employed","Yes","rejected","48"
"104820","58298","539","1120684","55.62","Employed","Yes","rejected","120"
"53676","1367","725","99074","2.55","Self-Employed","No","approved","120"
"175912","81165","669","2173480","46.14","Self-Employed","No","approved","24"
"56659","13043","612","1424701","23.02","Self-Employed","Yes","rejected","240"
"30721","7065","627","1281712","23","Self-Employed","No","approved","60"
"154586","66069","668","1595888","42.74","Self-Employed","No","approved","60"
"97407","46670","680","1902408","47.91","Self-Employed","Yes","rejected","60"
"181758","31971","603","1314074","17.59","Employed","No","approved","180"
"0","0","669","1333111","0","Self-Employed","No","rejected","240"
"158380","1587","602","1394983","1","Self-Employed","No","approved","60"
"131724","53910","676","1935065","40.93","Employed","No","approved","48"
"175864","75909","457","1583461","43.16","Employed","No","rejected","24"
"115955","12345","448","1702585","10.65","Employed","Yes","rejected","120"
"130636","41421","544","468062","31.71","Employed","Yes","rejected","120"
"207592","49687","800","573749","23.93","Self-Employed","Yes","rejected","120"
"9960","2427","668","1411845","24.37","Self-Employed","Yes","rejected","60"
"94501","35546","687","202783","37.61","Employed","Yes","rejected","24"
"87323","19733","679","2214228","22.6","Self-Employed","No","approved","60"
"0","0","627","1322208","0","Self-Employed","Yes","rejected","48"
"131780","26609","766","1830363","20.19","Employed","Yes","rejected","36"
"161669","16176","651","1161622","10.01","Self-Employed","Yes","rejected","120"
"0","0","495","120602","0","Employed","Yes","rejected","48"
"37016","6514","546","2065698","17.6","Employed","Yes","rejected","120"
"128459","2447","752","1774887","1.9","Self-Employed","Yes","rejected","24"
"33722","5024","456","1550909","14.9","Employed","No","rejected","24"
"46290","1163","470","2210832","2.51","Employed","No","rejected","240"
"100498","15580","592","2350405","15.5","Employed","No","approved","240"
"130783","7257","620","1111548","5.55","Self-Employed","No","approved","48"
"45566","9727","506","137646","21.35","Employed","Yes","rejected","48"
"122042","4475","836","551567","3.67","Self-Employed","Yes","rejected","36"
"81248","9140","608","41825","11.25","Self-Employed","Yes","rejected","60"
"0","0","726","1007518","0","Employed","No","rejected","60"
"135509","26941","632","2358273","19.88","Self-Employed","No","approved","120"
"40081","3735","634","968353","9.32","Self-Employed","No","approved","12"
"190610","12146","473","124296","6.37","Employed","No","rejected","180"
"163062","33814","615","1962774","20.74","Employed","Yes","rejected","36"
"0","0","504","2481114","0","Self-Employed","No","rejected","12"
"99717","47854","424","88613","47.99","Employed","Yes","rejected","36"
"68532","1722","603","1987177","2.51","Employed","Yes","rejected","24"
"145257","49892","436","1096225","34.35","Self-Employed","Yes","rejected","12"
"183636","63185","471","141997","34.41","Self-Employed","No","rejected","240"
"12847","5741","496","1090116","44.69","Employed","No","rejected","180"
"158473","70347","566","2232919","44.39","Employed","Yes","rejected","120"
"67631","13622","605","1398510","20.14","Self-Employed","Yes","rejected","12"
"191000","2743","471","217108","1.44","Self-Employed","No","rejected","48"
"144394","82709","588","1954787","57.28","Employed","Yes","rejected","48"
"108939","4940","792","967860","4.53","Employed","Yes","rejected","240"
"129601","16280","613","576016","12.56","Self-Employed","No","approved","36"
"55564","26628","774","876569","47.92","Employed","Yes","rejected","12"
"90144","14931","628","1597007","16.56","Self-Employed","Yes","rejected","180"
"55554","15577","787","250607","28.04","Self-Employed","No","approved","120"
"21777","8637","599","906883","39.66","Self-Employed","No","approved","48"
"116331","4920","510","317505","4.23","Self-Employed","No","approved","180"
"0","0","677","2242839","0","Self-Employed","No","rejected","120"
"0","0","759","1014777","0","Employed","No","rejected","120"
"69982","3281","469","949973","4.69","Self-Employed","No","rejected","120"
"35844","4016","547","252719","11.2","Self-Employed","No","approved","60"
"145179","85514","499","1507568","58.9","Employed","Yes","rejected","120"
"78103","40344","423","162173","51.65","Employed","Yes","rejected","60"
"148084","82327","814","1274486","55.59","Employed","Yes","rejected","240"
"159804","85582","719","1413947","53.55","Employed","Yes","rejected","120"
"173513","1642","465","991419","0.95","Self-Employed","No","rejected","180"
"180649","102013","732","349802","56.47","Employed","No","approved","240"
"146075","28534","657","196559","19.53","Employed","No","approved","180"
"158176","30345","534","2136850","19.18","Self-Employed","No","approved","48"
"29842","9393","518","1744171","31.48","Self-Employed","No","approved","24"
"154689","69253","426","1217676","44.77","Employed","Yes","rejected","120"
"0","0","515","1283094","0","Employed","Yes","rejected","48"
"48204","23526","677","2080935","48.81","Employed","Yes","rejected","60"
"85438","114","453","903222","0.13","Employed","No","rejected","48"
"44121","9843","493","2280224","22.31","Self-Employed","No","rejected","36"
"177354","647","839","2157416","0.36","Self-Employed","No","approved","240"
"100352","14598","558","1375590","14.55","Employed","No","approved","60"
"59768","35046","560","1744657","58.64","Self-Employed","Yes","rejected","24"
"36073","20011","712","1145254","55.47","Employed","Yes","rejected","24"
"54656","30086","561","2152603","55.05","Employed","Yes","rejected","36"
"191365","27357","804","1846190","14.3","Self-Employed","Yes","rejected","60"
"24630","5032","518","250608","20.43","Employed","No","approved","60"
"189845","32175","571","2469423","16.95","Employed","Yes","rejected","12"
"27025","411","537","1277591","1.52","Self-Employed","Yes","rejected","180"
"0","0","491","662139","0","Employed","Yes","rejected","240"
"71473","13605","740","381607","19.04","Employed","No","approved","120"
"132760","63470","777","100608","47.81","Self-Employed","Yes","rejected","24"
"91211","42484","528","486363","46.58","Self-Employed","No","approved","120"
"12911","6841","759","2081933","52.99","Employed","No","rejected","180"
"197040","106396","608","967355","54","Employed","Yes","rejected","48"
"0","0","829","2261587","0","Employed","No","rejected","240"
"164738","59562","447","759665","36.16","Self-Employed","No","rejected","12"
"0","0","531","2407230","0","Employed","Yes","rejected","240"
"132113","65627","511","706147","49.67","Self-Employed","Yes","rejected","24"
"157128","52646","624","129872","33.51","Employed","No","approved","36"
"0","0","462","118872","0","Employed","No","rejected","120"
"190352","91080","696","1605039","47.85","Employed","No","approved","24"
"88214","4263","789","1542345","4.83","Self-Employed","No","approved","48"
"174210","96748","446","2310628","55.54","Employed","Yes","rejected","120"
"157101","45796","760","765443","29.15","Employed","No","approved","48"
"59005","14352","643","2361086","24.32","Self-Employed","No","approved","120"
"142802","53900","638","624631","37.74","Employed","No","approved","36"
"8040","4719","671","2199793","58.69","Self-Employed","Yes","rejected","24"
"198541","70324","791","1581281","35.42","Employed","Yes","rejected","180"
"24408","6729","709","2400826","27.57","Employed","Yes","rejected","120"
"77201","16211","424","2302567","21","Employed","No","rejected","120"
"142983","69294","645","1495074","48.46","Employed","No","approved","60"
"81919","44847","542","1300242","54.75","Employed","No","approved","36"
"167462","65113","569","2192867","38.88","Employed","Yes","rejected","48"
"166853","67804","690","1416401","40.64","Self-Employed","Yes","rejected","120"
"135112","21078","826","571816","15.6","Self-Employed","Yes","rejected","240"
"196445","41480","665","2211596","21.12","Self-Employed","Yes","rejected","12"
"186239","24171","432","1622714","12.98","Self-Employed","No","rejected","240"
"22705","10763","675","2302996","47.4","Self-Employed","No","rejected","36"
"25474","12589","438","567557","49.42","Self-Employed","Yes","rejected","12"
"124780","60259","815","2190631","48.29","Employed","No","approved","120"
"156059","91896","847","1197480","58.89","Employed","No","approved","12"
"58169","7174","775","1779225","12.33","Self-Employed","No","approved","60"
"60917","4476","791","979591","7.35","Employed","No","approved","24"
"27416","14510","684","1528018","52.93","Self-Employed","Yes","rejected","60"
"168864","57856","787","1216009","34.26","Self-Employed","Yes","rejected","24"
"82355","40817","673","1089869","49.56","Employed","Yes","rejected","240"
"62832","583","718","1362485","0.93","Employed","No","approved","48"
"72112","29314","756","782234","40.65","Self-Employed","Yes","rejected","120"
"0","0","464","202540","0","Employed","No","rejected","48"
"80149","18012","475","2072741","22.47","Employed","No","rejected","60"
"131596","23472","676","2406555","17.84","Employed","No","approved","12"
"65001","28566","845","854224","43.95","Employed","Yes","rejected","36"
"92735","34495","539","1846680","37.2","Employed","Yes","rejected","24"
"142696","73138","596","923924","51.25","Self-Employed","Yes","rejected","48"
"110986","37081","800","2202264","33.41","Employed","No","approved","36"
"80183","33441","737","2302971","41.71","Employed","No","approved","60"
"58041","25649","740","1169612","44.19","Employed","No","approved","180"
"207911","117653","572","755548","56.59","Employed","No","approved","48"
"19917","11919","765","128308","59.84","Employed","No","approved","36"
"45244","26533","579","797340","58.64","Self-Employed","No","approved","120"
"165804","11837","632","1911303","7.14","Employed","No","approved","120"
